id,seller_id,material,qty_kg,density_gcm,rate_g
1566,260,Glass,1165.4,0.918,715.523
1567,264,Carbon,279.2,2.033,901.544
1568,102,Carbon,758.7,0.591,799.249
1569,219,Copper,987.1,1.517,349.588
1570,312,Graphite,270.6,0.175,1167.175
1571,479,Platinum,852.7,2.863,897.928
1572,465,Carbon,969.6,1.605,1838.545
1573,232,Fabric,1182.1,0.467,2221.844
1574,75,Aluminum,562.4,0.12,191.951
1575,172,Amethyst,53.7,3.15,1468.949
1576,15,Paper,1059.4,2.203,2108.538
1577,338,Glass,626.0,0.135,1004.041
1578,273,Diamond,1216.8,1.771,557.598
1579,41,Diamond,1081.3,0.979,2069.739
1580,133,Leather,90.3,3.018,544.472
1581,447,Steel,373.4,0.798,1588.427
1582,336,Amethyst,541.9,0.03,1643.978
1583,388,Emerald,1403.1,0.459,527.324
1584,486,Copper,1328.1,2.208,931.813
1585,444,Sapphire,570.4,2.233,153.769
1586,405,Sapphire,1058.9,2.923,532.258
1587,72,Fiber,685.6,2.71,491.687
1588,148,Aluminum,1.1,3.109,588.963
1589,236,Rubber,1204.4,1.592,460.886
1590,333,Titanium,1260.8,1.955,756.228
1591,260,Rubber,639.0,0.27,32.441
1592,110,Copper,109.5,0.9,861.784
1593,105,Platinum,735.1,1.804,770.991
1594,222,Clay,180.3,2.915,1784.367
1595,179,Chrome,72.6,3.069,1729.392
1596,413,Paper,248.1,1.171,1651.491
1597,54,Clay,1412.2,1.049,961.423
1598,223,Pearl,558.1,0.293,67.716
1599,434,Pearl,165.9,3.382,232.347
1600,311,Sapphire,882.3,0.625,668.711
1601,225,Opal,188.5,2.545,143.923
1602,273,Fabric,236.6,2.6,221.154
1603,354,Ceramic,174.2,0.192,1459.221
1604,415,Quartz,489.0,0.632,1949.03
1605,300,Chrome,1215.7,1.186,1786.768
1606,314,Clay,1315.1,2.149,725.028
1607,391,Stone,659.9,1.193,1726.46
1608,408,Clay,491.7,0.749,1538.006
1609,7,Emerald,243.1,2.679,187.472
1610,311,Quartz,74.1,1.172,184.782
1611,387,Plastic,1062.6,2.752,140.612
1612,7,Paper,172.9,1.245,1494.583
1613,329,Pearl,467.8,3.377,1896.513
1614,311,Glass,1304.8,3.193,895.04
1615,266,Glass,1285.8,0.374,1154.202
1616,277,Steel,806.1,2.224,322.66
1617,69,Graphite,312.4,3.05,110.143
1618,459,Bronze,182.2,2.374,2379.742
1619,139,Bronze,1405.2,0.619,1738.969
1620,371,Pearl,325.9,2.424,1351.76
1621,183,Glass,565.8,3.141,565.306
1622,51,Carbon,1104.6,3.489,1152.165
1623,258,Platinum,449.9,0.676,315.404
1624,331,Ruby,1163.4,2.711,153.949
1625,216,Stainless,729.1,3.472,68.091
1626,158,Fabric,1335.0,2.968,887.278
1627,481,Fabric,981.4,2.446,429.546
1628,137,Fabric,289.0,3.371,103.708
1629,106,Carbon,1098.4,1.291,863.363
1630,270,Bronze,1188.6,0.549,818.368
1631,398,Fiber,1118.3,2.068,1239.155
1632,7,Clay,31.0,0.466,315.647
1633,484,Ruby,1056.4,2.537,1205.242
1634,499,Bronze,443.2,1.725,458.881
1635,355,Wood,118.1,1.525,1761.98
1636,345,Amethyst,158.4,1.338,114.782
1637,228,Zinc,145.2,2.619,87.32
1638,399,Carbon,1222.5,3.26,1518.96
1639,416,Stone,316.3,2.621,2282.807
1640,404,Bronze,1133.7,0.206,2404.574
1641,95,Stone,667.8,1.581,55.799
1642,38,Titanium,492.7,2.987,2083.172
1643,376,Ruby,469.7,2.82,1052.414
1644,491,Topaz,70.2,1.373,2107.288
1645,292,Plastic,304.4,2.216,1292.539
1646,351,Amethyst,1354.7,2.275,2261.079
1647,381,Leather,1267.8,3.063,1827.273
1648,296,Pearl,974.9,3.165,963.886
1649,242,Graphite,682.8,1.894,1548.403
1650,151,Stone,472.1,0.332,1548.249
1651,283,Silver,281.8,0.363,603.449
1652,134,Amethyst,465.4,3.459,2151.951
1653,270,Clay,1345.9,2.194,77.307
1654,461,Graphite,369.5,3.344,771.661
1655,2,Sapphire,393.0,2.232,2285.869
1656,25,Emerald,885.5,0.739,1814.097
1657,328,Fiber,564.5,0.951,757.029
1658,118,Nickel,944.1,0.485,2312.354
1659,213,Concrete,921.4,0.545,1016.438
1660,393,Nickel,214.4,2.35,1168.226
1661,44,Clay,760.5,3.105,2427.347
1662,84,Brass,692.5,3.076,1524.744
1663,342,Aluminum,334.7,0.261,1821.23
1664,249,Silver,1118.8,1.475,1386.045
1665,222,Fabric,821.6,2.91,1479.828
1666,324,Bronze,48.9,1.707,2024.291
1667,413,Steel,828.0,1.12,331.463
1668,38,Copper,630.7,0.263,1643.585
1669,132,Brass,84.8,2.871,1141.715
1670,204,Gold,1202.7,0.436,1782.516
1671,72,Ceramic,1417.1,0.653,132.441
1672,112,Iron,1265.6,2.675,422.709
1673,269,Clay,1125.3,1.415,928.741
1674,245,Brass,944.4,0.175,1640.438
1675,269,Pearl,477.1,3.16,1691.013
1676,196,Rubber,789.8,2.2,1602.903
1677,149,Aluminum,1306.3,0.086,2011.832
1678,418,Gold,375.3,3.418,2449.649
1679,112,Leather,703.7,1.699,1218.444
1680,405,Diamond,929.5,1.685,1876.634
1681,41,Diamond,590.2,2.157,2010.154
1682,422,Metal,1103.6,2.868,868.81
1683,307,Plastic,616.7,0.3,2227.143
1684,156,Stainless,592.1,0.628,1736.704
1685,50,Platinum,515.9,0.62,1975.113
1686,90,Iron,276.2,2.57,2383.501
1687,101,Titanium,931.2,2.342,63.7
1688,20,Ceramic,197.8,2.058,1227.161
1689,442,Paper,495.5,2.616,1038.059
1690,327,Quartz,103.5,2.94,1028.771
1691,235,Pearl,1039.4,3.481,1577.934
1692,297,Aluminum,974.6,1.914,2372.295
1693,382,Ruby,35.4,1.271,2415.515
1694,121,Emerald,1331.1,1.262,2479.772
1695,468,Stone,970.2,1.271,1869.004
1696,285,Brass,506.6,3.368,1271.827
1697,374,Iron,197.3,1.47,2471.364
1698,277,Carbon,428.2,1.051,1916.488
1699,268,Amethyst,353.1,0.777,37.572
1700,93,Metal,1024.3,0.295,1168.671
1701,301,Wood,1114.3,1.881,830.648
1702,271,Aluminum,1212.6,1.756,0.313
1703,51,Diamond,1175.9,0.058,1026.52
1704,493,Leather,640.8,1.95,1609.429
1705,150,Quartz,469.4,2.576,793.752
1706,192,Rubber,1070.7,0.208,768.83
1707,99,Bronze,1320.5,0.44,59.335
1708,315,Metal,1378.2,2.918,692.104
1709,375,Copper,1254.8,1.704,1948.262
1710,222,Paper,261.4,2.703,847.147
1711,217,Fabric,1169.3,2.835,808.584
1712,368,Ruby,244.1,0.806,2169.857
1713,93,Steel,114.4,1.636,1481.534
1714,131,Emerald,701.4,2.963,1448.571
1715,397,Glass,100.5,1.398,862.09
1716,305,Stainless,989.9,1.351,2330.085
1717,130,Chrome,324.6,1.478,1790.85
1718,71,Ruby,514.9,0.209,2385.342
1719,415,Quartz,174.6,1.687,1465.635
1720,183,Steel,37.5,1.864,114.848
1721,285,Iron,776.2,0.871,914.517
1722,176,Steel,1257.9,0.783,175.157
1723,120,Emerald,1178.2,1.213,1748.05
1724,203,Chrome,830.2,2.64,806.547
1725,234,Bronze,1229.0,1.884,1645.547
1726,13,Graphite,366.2,0.719,1298.78
1727,373,Gold,311.8,2.602,2163.284
1728,291,Steel,460.9,0.522,942.305
1729,340,Zinc,484.2,1.719,2060.505
1730,448,Leather,563.4,3.283,1983.215
1731,176,Aluminum,938.0,3.446,2404.805
1732,490,Paper,654.0,0.126,202.508
1733,129,Ceramic,27.3,0.732,1838.339
1734,347,Sapphire,1154.6,1.368,1330.712
1735,95,Diamond,752.2,2.148,2112.962
1736,160,Steel,168.7,2.616,425.697
1737,204,Zinc,1164.6,0.426,204.95
1738,240,Fabric,349.7,2.96,967.221
1739,116,Chrome,260.4,1.342,747.698
1740,360,Opal,323.7,1.311,879.579
1741,458,Ceramic,204.2,0.077,1700.637
1742,373,Glass,587.3,1.052,312.311
1743,372,Diamond,272.6,2.004,1552.394
1744,360,Amethyst,1223.2,1.363,1955.528
1745,303,Brass,1036.2,0.679,948.215
1746,460,Metal,443.0,2.541,1702.092
1747,320,Stainless,1003.4,1.719,758.363
1748,386,Ceramic,952.0,0.724,1716.564
1749,184,Leather,917.3,2.704,1332.901
1750,380,Stainless,257.6,1.326,1888.002
1751,359,Silver,841.2,0.53,624.783
1752,162,Glass,406.1,3.025,49.088
1753,312,Pearl,1054.5,1.711,1284.981
1754,310,Nickel,1072.1,1.14,556.496
1755,453,Clay,450.7,1.785,1499.298
1756,498,Wood,392.3,1.083,676.545
1757,256,Copper,291.3,2.767,1330.477
1758,179,Clay,235.2,1.457,372.575
1759,31,Wood,203.3,0.7,624.592
1760,421,Gold,1363.2,0.492,805.979
1761,171,Copper,535.6,1.142,2411.625
1762,281,Paper,830.9,2.079,189.226
1763,4,Zinc,1237.9,1.71,221.112
1764,67,Fiber,434.0,2.868,2386.556
1765,332,Graphite,876.5,3.472,264.693
1766,244,Plastic,366.0,1.264,2209.69
1767,239,Steel,1387.7,3.384,87.266
1768,460,Clay,936.1,3.173,1070.412
1769,412,Aluminum,398.3,3.01,613.828
1770,168,Opal,1360.7,2.359,1681.926
1771,150,Carbon,599.2,1.439,237.541
1772,137,Aluminum,604.3,1.096,608.087
1773,216,Stainless,1141.6,1.059,1035.396
1774,404,Rubber,851.0,3.022,654.422
1775,67,Leather,1044.0,0.103,551.493
1776,181,Steel,1161.1,1.147,2005.79
1777,23,Emerald,690.8,1.99,2451.235
1778,56,Brass,805.1,3.459,458.402
1779,482,Graphite,1381.1,0.155,1098.44
1780,336,Metal,1391.2,0.64,307.084
1781,488,Glass,815.6,0.286,1460.169
1782,328,Nickel,344.9,0.687,2333.598
1783,457,Titanium,760.3,1.798,1029.678
1784,408,Steel,567.3,1.228,1621.804
1785,1,Bronze,5.6,3.405,1106.717
1786,388,Fiber,172.3,1.075,609.693
1787,417,Stone,1013.7,0.721,1120.259
1788,435,Graphite,1338.4,0.123,454.479
1789,342,Paper,1059.6,2.273,267.423
1790,481,Platinum,264.1,1.336,1233.713
1791,332,Metal,1087.6,2.039,187.408
1792,327,Stainless,1205.3,0.678,685.961
1793,48,Zinc,164.3,3.284,681.226
1794,103,Fabric,115.3,3.279,1032.872
1795,107,Iron,646.0,3.108,2484.476
1796,293,Silver,854.3,1.29,2293.118
1797,166,Iron,975.6,1.792,303.117
1798,298,Pearl,1417.8,1.788,180.448
1799,16,Stone,1142.1,0.586,619.317
1800,391,Carbon,1131.8,1.962,609.204
1801,311,Iron,1215.2,2.285,2103.279
1802,80,Fiber,721.8,2.218,783.347
1803,56,Sapphire,213.6,0.681,1459.049
1804,283,Iron,1065.3,1.654,399.805
1805,175,Gold,905.1,1.368,1230.217
1806,401,Wood,41.5,1.61,1373.192
1807,468,Copper,1126.5,0.429,277.087
1808,163,Graphite,1090.5,2.738,971.642
1809,98,Graphite,621.9,2.337,1323.954
1810,424,Silver,1322.7,0.568,1418.089
1811,123,Plastic,380.7,0.882,1409.669
1812,98,Quartz,470.3,2.5,1680.459
1813,293,Ruby,1232.7,1.137,179.141
1814,364,Carbon,1006.0,2.893,1316.47
1815,304,Quartz,794.8,2.444,1771.22
1816,96,Quartz,1036.4,2.087,637.227
1817,239,Metal,22.9,0.679,2365.298
1818,284,Iron,1424.7,0.251,1948.531
1819,330,Steel,44.2,0.638,108.465
1820,100,Bronze,1095.9,1.224,2423.304
1821,71,Diamond,257.2,1.347,2006.621
1822,274,Opal,214.3,1.283,1975.136
1823,280,Fabric,472.2,0.478,551.63
1824,217,Diamond,788.1,2.911,1994.915
1825,287,Pearl,768.0,0.538,474.636
1826,363,Copper,948.6,3.151,650.447
1827,297,Nickel,729.1,2.933,2248.528
1828,105,Carbon,13.9,2.339,1588.442
1829,382,Platinum,564.0,3.109,692.298
1830,329,Gold,300.8,3.26,353.372
1831,124,Diamond,259.9,0.437,1462.161
1832,449,Clay,126.4,0.863,1167.998
1833,454,Iron,963.8,0.14,1501.635
1834,149,Bronze,429.3,0.249,333.751
1835,463,Nickel,806.9,0.347,1634.282
1836,346,Gold,48.1,1.84,894.825
1837,166,Emerald,1089.7,2.773,458.295
1838,401,Amethyst,1022.2,0.705,121.396
1839,420,Clay,1312.9,2.511,2403.334
1840,114,Aluminum,112.1,1.676,52.198
1841,48,Pearl,1084.3,3.424,2217.321
1842,417,Titanium,1154.9,0.522,261.23
1843,228,Bronze,674.9,2.681,5.81
1844,464,Clay,1166.9,0.562,963.778
1845,377,Topaz,42.8,2.997,1663.134
1846,80,Gold,153.0,1.882,1308.416
1847,139,Graphite,182.2,0.275,1573.609
1848,355,Nickel,908.2,1.714,704.261
1849,407,Ceramic,924.6,0.281,2343.945
1850,233,Paper,163.3,2.424,1815.993
1851,190,Fiber,88.7,1.074,803.952
1852,185,Amethyst,155.8,2.574,898.779
1853,133,Fabric,368.8,2.957,1203.026
1854,298,Quartz,392.6,3.244,1316.858
1855,397,Ceramic,749.3,0.177,771.266
1856,247,Fiber,1033.3,0.063,794.877
1857,181,Quartz,1223.4,0.974,942.124
1858,290,Leather,1326.5,1.951,1543.304
1859,141,Carbon,745.9,1.371,451.881
1860,121,Steel,931.0,2.749,1466.381
1861,154,Graphite,712.7,3.474,846.848
1862,432,Metal,1370.1,2.008,22.13
1863,422,Fabric,404.2,0.374,1749.135
1864,369,Pearl,1044.9,1.297,1495.906
1865,193,Iron,1394.8,2.457,1027.728
1866,211,Plastic,1157.7,3.239,679.419
1867,204,Aluminum,1096.2,0.221,587.468
1868,472,Chrome,489.4,0.203,2058.241
1869,453,Leather,39.4,2.124,1824.669
1870,409,Stainless,1304.3,0.962,620.144
1871,297,Amethyst,563.8,2.308,2361.858
1872,292,Wood,47.5,0.865,1660.95
1873,328,Stainless,1290.6,1.991,738.547
1874,187,Copper,1092.7,0.029,827.571
1875,335,Aluminum,939.5,2.773,1709.362
1876,190,Iron,1123.2,0.731,133.728
1877,27,Rubber,688.4,0.948,68.274
1878,216,Bronze,1396.1,0.683,163.093
1879,470,Plastic,390.1,1.964,894.173
1880,211,Carbon,910.3,0.233,2104.845
1881,347,Rubber,1419.1,2.284,564.028
1882,170,Gold,364.7,0.887,800.316
1883,369,Steel,961.7,1.726,1870.011
1884,123,Fiber,806.0,3.039,483.367
1885,300,Nickel,324.4,1.702,1163.534
1886,203,Diamond,234.6,0.092,1283.76
1887,258,Aluminum,413.6,1.052,270.437
1888,152,Leather,910.3,1.924,1039.607
1889,211,Glass,723.5,3.058,446.167
1890,78,Glass,1241.7,2.376,490.726
1891,13,Silver,804.4,2.418,218.661
1892,411,Diamond,665.7,2.349,2450.71
1893,145,Sapphire,312.1,0.321,2172.007
1894,186,Paper,124.2,3.479,1567.812
1895,298,Concrete,676.3,1.17,2156.206
1896,97,Rubber,837.6,1.144,222.237
1897,499,Steel,1375.6,0.31,701.779
1898,463,Bronze,15.0,3.395,1168.897
1899,477,Iron,447.9,1.648,1969.572
1900,155,Zinc,858.9,2.997,1236.707
1901,257,Wood,919.7,2.911,526.12
1902,27,Brass,820.7,2.945,901.866
1903,317,Plastic,69.4,0.83,1320.732
1904,237,Fabric,1270.8,3.355,1023.233
1905,310,Gold,1220.1,0.605,1623.998
1906,163,Platinum,156.3,3.411,179.247
1907,440,Ceramic,1391.1,1.992,83.052
1908,450,Fiber,1295.4,2.869,1451.199
1909,346,Metal,392.9,0.872,1239.332
1910,375,Stainless,745.4,0.245,1517.133
1911,246,Copper,275.8,0.612,547.664
1912,142,Plastic,1314.0,1.804,213.024
1913,273,Wood,1300.1,0.133,937.903
1914,479,Steel,975.0,2.893,889.955
1915,413,Zinc,1270.3,1.785,2436.865
1916,37,Rubber,915.2,0.997,1949.481
1917,187,Aluminum,1290.9,1.98,1673.485
1918,249,Gold,832.2,2.157,286.162
1919,450,Aluminum,1201.4,2.107,1834.092
1920,309,Opal,516.5,0.645,1898.989
1921,331,Stone,170.3,0.63,999.413
1922,97,Ruby,797.0,1.332,918.133
1923,478,Plastic,77.8,1.212,231.243
1924,399,Amethyst,895.2,1.315,816.215
1925,10,Aluminum,176.6,3.287,481.468
1926,300,Nickel,1252.2,1.687,2466.763
1927,177,Bronze,778.6,2.487,838.336
1928,473,Stainless,1361.8,0.965,277.548
1929,156,Ceramic,451.9,2.428,2482.073
1930,418,Paper,1004.7,2.478,320.223
1931,46,Carbon,1189.5,2.615,1893.388
1932,262,Paper,646.7,2.834,1558.465
1933,38,Stainless,850.6,2.008,588.459
1934,44,Ruby,179.6,1.85,1627.343
1935,476,Rubber,68.4,1.547,2110.31
1936,287,Titanium,450.0,1.218,743.001
1937,184,Zinc,1339.4,3.483,544.059
1938,284,Zinc,1028.4,0.318,1519.875
1939,406,Opal,444.7,2.511,1365.898
1940,370,Paper,1388.8,2.305,1929.784
1941,335,Paper,13.5,2.062,429.304
1942,389,Concrete,610.7,2.776,1414.376
1943,4,Chrome,121.9,3.319,2020.06
1944,42,Copper,378.8,2.704,633.508
1945,414,Paper,573.9,2.441,1468.434
1946,293,Topaz,263.5,0.646,944.109
1947,400,Fiber,602.0,1.732,1538.084
1948,173,Rubber,720.3,2.271,541.497
1949,137,Copper,288.7,1.427,413.058
1950,486,Silver,806.9,0.288,47.749
1951,52,Concrete,787.8,0.049,942.48
1952,270,Fabric,579.0,1.759,2185.627
1953,371,Iron,217.5,1.613,805.427
1954,498,Graphite,687.1,0.167,373.385
1955,84,Paper,813.6,2.787,560.737
1956,127,Fabric,589.0,3.173,558.869
1957,12,Platinum,625.5,1.975,986.587
1958,264,Topaz,313.5,0.786,1589.12
1959,219,Aluminum,842.8,3.326,2013.698
1960,78,Gold,689.3,1.103,2253.942
1961,59,Ceramic,617.8,0.332,627.706
1962,76,Nickel,716.1,0.864,2180.095
1963,340,Bronze,921.3,3.44,2177.504
1964,356,Chrome,516.0,0.843,1640.071
1965,116,Silver,1032.0,0.739,892.701
1966,360,Stainless,946.5,0.91,2112.089
1967,115,Plastic,764.1,1.678,2185.796
1968,147,Wood,1147.7,2.927,20.72
1969,170,Titanium,235.6,3.344,901.214
1970,81,Stone,1318.9,2.054,153.492
1971,43,Carbon,467.5,1.222,1067.854
1972,334,Silver,667.8,3.021,1031.784
1973,160,Topaz,1022.4,1.965,523.875
1974,460,Stone,830.0,1.049,2182.401
1975,355,Pearl,249.6,0.408,1809.414
1976,172,Metal,484.5,2.179,425.371
1977,390,Aluminum,1323.7,1.256,1187.664
1978,439,Rubber,807.1,1.213,472.046
1979,282,Stone,294.9,2.469,283.279
1980,175,Ruby,1338.0,1.076,1457.428
1981,134,Zinc,661.7,0.652,2454.852
1982,370,Rubber,64.1,2.03,278.405
1983,64,Carbon,347.9,1.577,1792.476
1984,197,Nickel,394.1,2.879,1903.109
1985,75,Amethyst,345.9,3.452,1947.598
1986,348,Emerald,1076.4,2.757,477.859
1987,252,Glass,988.0,1.012,429.725
1988,495,Fiber,1059.0,0.745,1267.061
1989,11,Chrome,469.6,1.484,498.896
1990,92,Paper,1248.4,3.402,739.771
1991,449,Chrome,103.2,2.192,2046.224
1992,188,Carbon,732.8,1.391,1030.817
1993,99,Carbon,1278.7,0.808,1354.174
1994,68,Platinum,402.3,1.25,348.391
1995,312,Iron,247.3,1.759,2012.153
1996,147,Platinum,764.0,0.696,986.975
1997,379,Bronze,629.4,3.264,430.979
1998,1,Silver,879.9,1.364,59.768
1999,198,Amethyst,800.1,0.364,2048.039
2000,215,Ruby,337.9,1.325,2367.233
2001,103,Iron,1107.8,1.305,721.291
2002,284,Leather,1051.2,3.304,469.537
2003,402,Platinum,1311.2,1.508,917.378
2004,355,Iron,758.2,1.933,33.651
2005,104,Ruby,1192.2,1.514,642.069
2006,322,Quartz,638.2,1.224,1975.93
2007,363,Brass,1230.9,1.33,2188.235
2008,404,Titanium,807.6,1.133,300.053
2009,237,Leather,1123.2,2.498,1926.428
2010,323,Stone,672.0,0.666,1593.674
2011,207,Pearl,236.8,0.393,1243.963
2012,352,Concrete,635.5,0.778,1726.303
2013,404,Paper,1411.5,0.341,1172.666
2014,327,Iron,984.2,2.454,931.672
2015,331,Plastic,816.1,0.278,2184.798
2016,498,Titanium,1296.8,1.903,1226.744
2017,364,Fiber,778.6,2.461,85.04
2018,4,Wood,662.3,3.257,546.382
2019,260,Ruby,1104.2,2.578,1220.507
2020,82,Plastic,748.5,0.02,576.621
2021,350,Carbon,388.1,2.301,1568.988
2022,221,Glass,588.5,3.39,215.416
2023,429,Carbon,1389.7,0.234,2301.455
2024,32,Graphite,411.9,2.681,1734.796
2025,398,Sapphire,868.1,1.855,502.575
2026,378,Concrete,925.3,1.433,906.106
2027,461,Quartz,1167.5,2.27,735.741
2028,418,Graphite,1137.2,1.459,2461.229
2029,164,Ceramic,228.0,2.033,2349.139
2030,186,Stone,269.9,1.42,490.266
2031,157,Topaz,859.5,0.773,627.285
2032,100,Concrete,959.2,2.649,1837.229
2033,226,Aluminum,1107.0,2.537,256.086
2034,431,Carbon,257.4,3.183,614.079
2035,390,Copper,399.3,1.471,38.084
2036,375,Stainless,1086.6,1.233,1493.568
2037,215,Amethyst,657.9,3.491,177.223
2038,462,Leather,531.9,1.829,519.809
2039,66,Opal,1395.3,2.443,8.286
2040,165,Zinc,1310.4,1.922,2205.077
2041,222,Opal,471.8,2.736,1385.336
2042,285,Steel,147.3,0.416,2122.051
2043,2,Platinum,975.1,0.342,1717.343
2044,388,Paper,1181.3,3.283,1154.043
2045,472,Emerald,471.1,0.125,12.841
2046,9,Steel,135.8,3.218,2454.058
2047,161,Stone,1101.7,2.651,2391.019
2048,180,Stone,1162.7,0.59,1624.144
2049,179,Steel,1416.6,0.748,563.188
2050,77,Bronze,645.6,1.358,137.857
2051,80,Copper,1412.0,2.605,1860.304
2052,225,Plastic,105.7,0.977,1626.722
2053,38,Opal,11.4,3.364,2199.346
2054,459,Platinum,1065.0,1.548,1452.458
2055,180,Concrete,342.3,0.408,1087.84
2056,474,Diamond,872.7,1.367,2017.475
2057,189,Carbon,48.4,0.401,617.415
2058,63,Steel,1290.0,1.157,287.293
2059,456,Nickel,386.6,0.265,747.217
2060,401,Pearl,1059.4,1.804,940.012
2061,420,Concrete,196.9,2.351,1917.684
2062,297,Bronze,783.4,0.474,2328.535
2063,260,Topaz,1184.4,2.979,2056.912
2064,247,Chrome,341.3,2.973,1883.749
2065,168,Sapphire,824.0,0.645,1026.0
2066,141,Brass,61.8,1.908,1560.794
2067,408,Ceramic,503.6,2.826,17.7
2068,220,Wood,843.2,1.362,2135.694
2069,258,Carbon,975.5,0.822,1075.173
2070,141,Carbon,1069.3,1.986,329.076
2071,281,Emerald,752.5,0.831,1980.217
2072,402,Opal,347.2,0.924,814.072
2073,89,Topaz,652.3,3.228,1728.449
2074,438,Copper,48.6,0.778,33.35
2075,447,Ruby,765.8,1.416,79.071
2076,174,Quartz,334.0,1.964,1861.263
2077,133,Silver,159.0,3.253,1287.896
2078,224,Bronze,942.9,2.579,709.098
2079,391,Fabric,539.4,0.454,1430.277
2080,251,Bronze,480.2,1.924,300.397
2081,289,Quartz,337.4,0.531,2180.376
2082,250,Amethyst,47.1,2.516,396.945
2083,304,Diamond,209.2,1.753,247.091
2084,392,Glass,699.5,1.216,2334.732
2085,348,Stainless,17.9,0.714,1551.799
2086,327,Glass,1273.7,0.054,2412.944
2087,296,Topaz,700.4,2.758,1732.58
2088,498,Concrete,1309.7,1.988,446.626
2089,469,Wood,510.5,2.648,178.032
2090,443,Graphite,132.9,2.66,1525.868
2091,334,Topaz,855.2,0.249,2228.809
2092,222,Glass,1110.9,3.01,2276.491
2093,453,Platinum,834.9,3.377,1750.797
2094,389,Silver,1400.4,0.175,1072.617
2095,474,Plastic,57.0,2.422,1005.506
2096,429,Silver,730.8,1.347,1581.462
2097,419,Titanium,970.0,2.498,2067.502
2098,419,Bronze,80.4,2.191,716.347
2099,295,Fiber,725.7,1.149,597.14
2100,312,Graphite,1028.9,1.948,1406.556
2101,435,Silver,1155.9,1.878,712.331
2102,310,Stainless,780.7,2.104,749.547
2103,447,Plastic,371.2,1.455,2499.978
2104,298,Platinum,69.1,2.201,228.35
2105,223,Nickel,1298.3,2.239,693.53
2106,485,Platinum,518.7,1.389,599.992
2107,283,Titanium,922.9,1.741,415.839
2108,289,Platinum,501.4,3.207,1514.192
2109,370,Bronze,162.4,2.857,1711.431
2110,232,Stainless,3.0,0.78,246.237
2111,447,Platinum,120.5,2.285,389.996
2112,210,Graphite,36.2,1.367,1846.101
2113,338,Stainless,1385.4,1.6,1122.43
2114,437,Metal,1181.7,3.457,55.021
2115,154,Carbon,1120.7,2.148,841.029
2116,496,Diamond,1295.9,3.153,2017.398
2117,280,Topaz,1134.3,3.265,357.098
2118,349,Nickel,1286.1,0.236,802.342
2119,160,Topaz,345.5,2.143,711.364
2120,110,Fiber,316.5,0.635,1708.4
2121,243,Amethyst,689.5,1.79,2483.139
2122,56,Pearl,424.8,1.88,1579.148
2123,162,Platinum,1265.1,2.39,978.85
2124,55,Wood,684.7,1.906,720.118
2125,299,Graphite,253.0,2.185,1648.068
2126,130,Fabric,322.0,0.567,202.823
2127,342,Stainless,594.0,3.48,719.248
2128,158,Chrome,1240.3,1.541,182.722
2129,292,Pearl,654.3,0.933,718.464
2130,199,Zinc,948.3,0.107,2060.199
2131,302,Opal,388.3,1.958,1061.473
2132,256,Quartz,506.3,1.318,2047.848
2133,169,Silver,672.0,2.521,472.444
2134,289,Paper,1170.7,2.118,799.295
2135,486,Ceramic,170.5,3.227,1784.217
2136,416,Clay,459.2,0.84,588.37
2137,166,Fiber,723.0,0.523,426.395
2138,329,Ruby,701.8,2.015,69.407
2139,320,Carbon,841.4,1.677,1381.351
2140,388,Glass,462.6,1.686,666.254
2141,266,Brass,334.9,0.204,2229.346
2142,308,Fabric,441.4,2.247,2489.706
2143,159,Copper,7.6,2.077,1767.713
2144,30,Steel,644.9,2.132,1002.64
2145,401,Rubber,943.7,1.705,1720.655
2146,124,Ceramic,950.7,3.421,550.676
2147,219,Pearl,58.2,2.694,1321.713
2148,498,Quartz,704.0,1.055,1253.429
2149,411,Aluminum,987.4,1.119,2420.838
2150,500,Topaz,1040.2,0.916,587.098
2151,323,Platinum,893.9,1.736,976.605
2152,496,Ceramic,464.7,2.376,1342.276
2153,343,Opal,449.7,1.65,12.263
2154,139,Metal,589.6,0.142,2358.81
2155,458,Clay,1425.4,3.278,76.986
2156,169,Ceramic,53.9,1.687,996.328
2157,62,Carbon,1031.8,3.371,18.296
2158,473,Fiber,459.9,0.877,704.925
2159,209,Brass,824.9,2.624,1006.785
2160,449,Emerald,1010.0,1.249,2081.337
2161,468,Concrete,976.5,1.199,1322.189
2162,222,Graphite,836.2,0.696,1288.362
2163,345,Stone,1346.1,0.428,1025.277
2164,387,Bronze,268.8,2.529,217.886
2165,471,Carbon,76.9,1.118,1295.645
2166,456,Brass,1030.1,2.576,1011.848
2167,164,Gold,1391.5,2.923,368.283
2168,313,Topaz,623.7,2.91,845.218
2169,94,Zinc,1206.4,1.376,1373.846
2170,382,Emerald,911.8,1.219,1812.194
2171,450,Graphite,1214.8,2.183,389.839
2172,71,Iron,1303.8,1.565,21.823
2173,438,Zinc,369.8,2.67,272.838
2174,268,Glass,58.1,3.009,136.758
2175,445,Aluminum,1076.9,0.244,174.775
2176,301,Platinum,224.9,2.179,1041.81
2177,191,Metal,820.2,1.643,1747.438
2178,244,Glass,1410.4,0.11,1.938
2179,245,Titanium,117.5,2.62,1338.44
2180,174,Fiber,657.2,2.496,719.796
2181,80,Glass,1312.5,3.151,2436.371
2182,278,Fabric,228.8,0.123,1873.649
2183,101,Metal,557.0,3.31,626.836
2184,464,Amethyst,642.5,2.13,316.106
